Time (s),X (m),Y (m),heading
1750496125.0181916,0.4815338892807781,-0.009526279737224167,0.31595670378421664
1750496125.084863,0.4809356782858623,-0.009721839732248763,0.3670499027948766
1750496125.1515906,0.4808145332423195,-0.009768416746006318,0.42151873798838657
1750496125.218209,0.48110302065031113,-0.009639060319477357,0.4776139604440823
1750496125.2848604,0.4815474329386499,-0.00940904058080488,0.5311910113378736
1750496125.3515468,0.48189635351638643,-0.009204043455711282,0.5793182145186215
1750496125.4181962,0.4821444204871791,-0.009041759421500739,0.6229491087942925
1750496125.484898,0.48252585346525656,-0.008767749190870776,0.6608512315506084
1750496125.5515354,0.4831971108267889,-0.008245866880203978,0.6944410712448094
1750496125.618217,0.48463489495740647,-0.007048437322935678,0.7242160472500412
1750496125.6849077,0.487613840013638,-0.00441339698738441,0.7487961092831996
1750496125.7515626,0.4922190907785526,-0.0001335059716590448,0.7705617771207632
1750496125.8182373,0.49814399881731414,0.0056181513213785835,0.786881914406356
1750496125.8849225,0.505501549236346,0.012997567745878923,0.7984234873322466
1750496125.951562,0.5144495516769437,0.02218176127003725,0.8067273841296532
1750496126.0182655,0.5254330087561873,0.033644041038373686,0.814524726598407
1750496126.0848901,0.5387059036444813,0.047713551508533195,0.8209644120905094
1750496126.151586,0.5543509906017884,0.06451305774101095,0.8276833774749177
1750496126.218202,0.5721382891781757,0.08387203123459266,0.8343157000012881
1750496126.2848682,0.5917427255557134,0.10549481167222738,0.8404932646458313
1750496126.3516114,0.6123711248691734,0.1285313735732816,0.8464416585464785
1750496126.418241,0.633510952738638,0.1524235307274795,0.8513640378746935
1750496126.4849105,0.6550619409864504,0.1770233188613209,0.8568157167271102
1750496126.5515854,0.676328758943073,0.20156741391782165,0.8641437935065498
1750496126.6182497,0.696342533667253,0.22501030167634029,0.8760870616522901
1750496126.6849382,0.71418381042423,0.24642109675863946,0.8928584650015574
1750496126.7516167,0.7291703064920749,0.26503193411659537,0.9147289755900879
1750496126.8182619,0.741126586987076,0.28056314896926654,0.9360981455657899
1750496126.8849344,0.7502167993926672,0.2929083570985962,0.9563267186549762
1750496126.951596,0.7566814047824592,0.3020703074507948,0.9747068361008696
1750496127.0183039,0.7608086943426683,0.30815406454425875,0.9924760534837691
