Time (s),X (m),Y (m),heading
1750496141.8188462,0.2192670464087256,2.580875537455537,2.8086694336345843
1750496141.9854069,0.1898128254069844,2.590974935216221,2.815759150216233
1750496142.0855434,0.15754904460639485,2.6018852627645583,2.820172311482013
1750496142.218811,0.10900424390428468,2.6180512338266224,2.8246758273917987
1750496142.3521614,0.05228077854607303,2.6367351182583794,2.8272366983421104
1750496142.4855387,-0.009207890263732222,2.6568162926648533,2.8286440789015117
1750496142.6188083,-0.07206219126995654,2.6771449914079346,2.8305544406373135
1750496142.6855295,-0.10292529616730164,2.6870454557044146,2.8318414038886193
1750496142.8188496,-0.16271552779737103,2.70620159254377,2.833243190123424
1750496142.985489,-0.23640120978866455,2.7296789109675808,2.834579550100992
1750496143.0855427,-0.2790837318636092,2.743101107141567,2.8365177467783482
1750496143.2188578,-0.3366858847550105,2.760293201181254,2.84900909115202
1750496143.3522396,-0.3892555562971762,2.774660523201529,2.8732847921525124
1750496143.4855387,-0.4311822333344123,2.783744226184082,2.915778865004416
1750496143.6188612,-0.45902275170699586,2.7898564778778767,2.9391232659248363
1750496143.6855433,-0.4682096268536889,2.7921371198571485,2.942275986666596
1750496143.8188848,-0.48054350024585485,2.794745916113246,2.95171319810156
1750496143.9854212,-0.490159036260318,2.7968914076828453,2.9529711026885597
1750496144.0855618,-0.4980323352671746,2.7983295009744222,2.959691291084744
1750496144.21888,-0.5148214816671008,2.8013949958843276,2.9692283313600534
1750496144.3522773,-0.5423327331868201,2.806278503452215,2.974611946525041
1750496144.4855816,-0.5820341453496071,2.8131196993687055,2.9760432015328657
1750496144.6189775,-0.6334663174406976,2.8217762804106026,2.977500571576668
1750496144.6855886,-0.662779375265605,2.826566413679456,2.9802531341631022
1750496144.8355358,-0.7318545276777113,2.8379484874177456,2.9805800426315727
1750496144.985492,-0.7985939080635163,2.8488993147862636,2.979906439295007
1750496145.0855978,-0.8343428980501527,2.854721480326169,2.979992018312763
1750496145.235532,-0.8832622113318401,2.862579019996035,2.981734163552657
1750496145.3522418,-0.9154917449970977,2.8677674826031825,2.9827132033196904
1750496145.4856186,-0.9565192153173827,2.8744358763748394,2.9822533563287603
1750496145.6189437,-1.006023470231566,2.882296235373898,2.984646858013525
1750496145.735549,-1.0534296580859632,2.8898611504308622,2.9850968268678724
1750496145.8189352,-1.0954336771898128,2.896489829596486,2.9859510765865505
1750496145.9854455,-1.1753946478386967,2.9090331244906453,2.9871157737483127
1750496146.0856416,-1.2235463609925847,2.9165638807704446,2.987247804636601
1750496146.2190452,-1.28552152505542,2.926238739030775,2.9873040818663466
1750496146.3523169,-1.3463236362658628,2.9354534628067412,2.990460190366501
1750496146.485655,-1.4055546063852375,2.9445130550607495,2.991346710351051
1750496146.618971,-1.4622328829075872,2.9528397910966553,2.995428234608557
1750496146.685668,-1.488750531637291,2.9570535742935546,2.9928320522153182
1750496146.8354921,-1.5420641287787484,2.9642845958045965,3.0025903762522415
1750496146.9523506,-1.5711146639201787,2.9671186976832176,3.0241955847916655
1750496147.0857,-1.5930298310876514,2.9676795922312817,3.0723979894646796
1750496147.2355218,-1.605385297201183,2.969293414804876,3.0803431833683605
1750496147.3523643,-1.6090752346177162,2.969537196896969,3.0907326439128884
1750496147.4857147,-1.616462711464178,2.970012055319491,3.099550868649665
1750496147.6190174,-1.630076549357463,2.970662779510339,3.107571653573647
1750496147.7355149,-1.6436278108215312,2.9713281342424582,3.101481293559038
1750496147.8355348,-1.666760500359765,2.972255301991534,3.1038905074713687
1750496147.9523582,-1.6985419644400837,2.973443360499242,3.1064793156782766
1750496148.0856986,-1.7424431138047392,2.974884521226161,3.1117303661113276
1750496148.2355351,-1.8001706804735496,2.976677260850907,3.113529322009179
1750496148.3523855,-1.8531697332576549,2.9776346544525243,3.1246509219429885
1750496148.4857585,-1.9143155438524266,2.9772804224243887,-3.1310019200090826
1750496148.6190374,-1.968930843150641,2.9750079567065164,-3.094089092037393
1750496148.7355764,-2.0114093384176495,2.9745511147779995,-3.09727938294528
1750496148.8355613,-2.0283932563923295,2.9724426657649783,-3.0726566989891015
1750496148.9524643,-2.038931425042515,2.9693088188127086,-3.017869242949611
1750496149.085768,-2.041647054412868,2.967170222461138,-2.9414034533712337
1750496149.235629,-2.0381410600919088,2.9683583655821826,-2.9091750253160322
1750496149.352426,-2.0338934498128367,2.969572626946275,-2.8982540311045204
1750496149.4857955,-2.0303504062740987,2.9705519837973378,-2.8910565793054115
1750496149.6191325,-2.028616990411798,2.97101228827504,-2.8880900128446694
1750496149.7355623,-2.0263580670359036,2.9715579017994544,-2.8902159760553965
1750496149.8355746,-2.0278069705018553,2.9711788110766126,-2.888152745060439
1750496149.9524467,-2.0315104364030003,2.9702001293195357,-2.886083201201185
1750496150.0857778,-2.0424856399838798,2.9673013523964658,-2.87931004342972
1750496150.235553,-2.064775308110835,2.961367561736735,-2.887448963356438
1750496150.352464,-2.0916283177532855,2.954296042019659,-2.890208970363493
1750496150.4858334,-2.129842573648022,2.9441900249086173,-2.885210831026646
1750496150.6191647,-2.177790633224468,2.931476779648308,-2.8816234142560453
1750496150.7355218,-2.2235765674533203,2.919088127107334,-2.8764076626780697
